Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Target
0.9315654521146267,0.9739755312866974,0.3120383513318947,0.6445037034087543,0.24129677913690584,10.871875502859547
0.10699126117462332,0.7194599676699719,0.8545686640326409,0.2569522995084699,0.02090951233523497,8.923082338006282
0.8300326836280747,0.04927365358277147,0.8524388856418731,0.5484009367419117,0.19731397057605993,10.855636576770243
0.8908053737012341,0.21848382723149185,0.7802062580729546,0.04797966121165509,0.2850580038232631,7.869468706086114
0.8152076278242395,0.11013193833544921,0.6827984501587863,0.4065890708759091,0.5877506804723286,12.91546606012394
0.26374619527682663,0.5213976879026785,0.9677721619298484,0.9205229776060853,0.3596384817559818,18.401140338776397
0.2587589567298729,0.8437133272032522,0.7376384214169565,0.8845462868700583,0.5892534982118697,19.084093970473937
0.9668164258397841,0.8919352592396855,0.2137544564637025,0.11702677311844456,0.3641526045144676,9.136999821658037
0.5186462894216692,0.7790952558129959,0.5620781375656487,0.9934835217062494,0.45571336515682836,22.407010880361927
0.8860739670955251,0.7290337428294941,0.9278100616476963,0.33265659982089146,0.5032094167515431,18.955399379645655
0.6614720556049603,0.3576964395405602,0.3881522880889726,0.286175105771892,0.7056372943682397,12.674722035178366
0.013094456588333636,0.6635373720167106,0.17803596686975143,0.9610703174694551,0.14866272775311296,12.231198813044195
0.2826256059514931,0.6734208002468706,0.018348661673632582,0.7556817770495199,0.2653424748069332,20.12423094840568
0.46682354440731955,0.9802983319862062,0.5545607137627746,0.9382453534707986,0.813369486313056,22.889651809674994
0.49884253924602984,0.0626865074015972,0.09039099208220636,0.633500362138427,0.6307272630585855,14.92907750671943
0.0475391817812818,0.40136962739872717,0.1627027020316949,0.6888113215287561,0.07881144921456174,7.7408070689459
0.3124186072217193,0.2848733382630815,0.048630363914567654,0.46215844923935856,0.7659298421692087,15.537855250663323
0.6002886873194444,0.7238313892335184,0.394866266225365,0.3877551086839276,0.3844795213275576,13.905536910919839
0.5743550703038779,0.22177550978089067,0.4033569717378751,0.9756330653655054,0.6077732238774021,15.666834370870387
0.2572128735374356,0.43273103613532493,0.4313493778663323,0.03609001892673869,0.45315820803366946,7.232234288846654
0.42112547311853843,0.2564207350848887,0.013362651423909688,0.898524096443347,0.13505322670899156,17.022644515435573
0.26628961458981404,0.6217605484677636,0.25865366479038865,0.22512662714357878,0.021208050631415287,9.651217991839921
0.5270291636874834,0.7058367737667124,0.3730625262330648,0.5324855829188415,0.9771031403876917,19.630567013129863
0.3520766066073058,0.49077101574749926,0.9001989019112971,0.9799823818365201,0.9712350066137421,23.146386236911905
0.3484324182207026,0.3489909269897231,0.13143786445264916,0.5937891535891566,0.5821671354103222,15.559168412492284
0.1424114197790698,0.1504630116566178,0.4838236022468424,0.11552025403187505,0.12565574845272776,2.3553175322622506
0.8747016726841994,0.528937134027212,0.9390676985128962,0.7987832357736654,0.9979341105333375,27.619669247684953
0.9855774344892191,0.8418932860006726,0.4231516175137391,0.7398163343882102,0.671515243696386,15.403623343249576
0.37549862202072015,0.49775656360689635,0.34311551641700944,0.24190577259175783,0.39850202880398033,10.52885531671605
0.951444825663092,0.17549162738135737,0.5677273179310546,0.5793144666619379,0.4896244620502448,13.146855979494061
0.7918518627551305,0.28710396668811056,0.7703361216968224,0.4401844806169357,0.6701726920589348,15.360712381863044
0.719299936981433,0.5044855132675563,0.9049576924142717,0.9729620002935639,0.48496078565339584,23.973961996174076
0.603792757286118,0.29892615009833323,0.4108163955674278,0.21769979885723245,0.9660214591302085,11.964855491820849
0.6319742691521149,0.6532183533878299,0.25846845775507565,0.365321388723987,0.13594111048988466,15.054681644738247
0.0862731577335456,0.3588038805688669,0.412049225889386,0.835237316824051,0.5133924021256768,11.190616521615755
0.46050915990817876,0.4292107795416997,0.8973389655687687,0.2884583504181284,0.2490199621067708,12.232175594082317
0.7004228674226323,0.2549107549687579,0.32385455345757974,0.19664825376676798,0.30893539955052185,9.161650845060326
0.7446807264245305,0.2705348441339891,0.6286312155688929,0.9174069260927484,0.3164745316378583,17.24413325247523
0.6063690509600312,0.8219572567228927,0.6886438545425544,0.18080042366735594,0.29001864025171,14.591038412680982
0.1792788222367031,0.6184782942569365,0.6575762515095032,0.483622683877835,0.21276077462216014,8.423287457475045
0.9663107088924127,0.4545961069547201,0.7862182306426042,0.9170515920403796,0.6833254325358847,23.533185906448914
0.562144753827585,0.5527038900455401,0.1147419583381919,0.12613765801615207,0.5295336150224574,14.544147189659228
0.5204834143905483,0.9839282017016179,0.5230609089730519,0.18242668548911367,0.022093747104774852,12.720168442153698
0.9184694001013576,0.6686605235409713,0.24705081915195093,0.6104545470342266,0.40502149582763025,19.379615335760562
0.4570252804809394,0.008118807036994857,0.4432573413593345,0.36902975638259783,0.6697987277746154,5.119601926898055
0.08700658705606035,0.6272119190453525,0.3941308487726265,0.16290269329298857,0.1170871673548447,3.825327476918825
0.3385269046526759,0.06315828387767108,0.8734326730868756,0.9292994805324811,0.6333030396331303,14.925274864580915
0.5435439146494421,0.23826241333993003,0.8510918822321445,0.5572190449300439,0.20684103814356125,12.746137313384102
0.6538299638276777,0.6812092578215488,0.752154892257666,0.5035768963385915,0.8940546052038866,19.820579673577203
0.3389271933568677,0.0896326781099287,0.9112821722034727,0.3873437396580346,0.3483875111152135,11.28978441179148
0.9746225396019198,0.8853350104490477,0.471273678437673,0.2430578918073144,0.22266961626485093,6.494712660830626
0.5324203355333041,0.5675373675354186,0.9224765337809797,0.6272766405965142,0.1455096456453211,18.526880505562247
0.8661764015406866,0.51271257966419,0.5154221718701897,0.3740056154819912,0.1035052314186905,14.230728054991788
0.337041688488145,0.5479463040706094,0.7735172522712942,0.6744612834443735,0.2944568927541171,14.899709299262055
0.9385920633819312,0.2742125383706774,0.21806763557193198,0.21410841172799588,0.08522866042493826,11.16464458578282
0.4905431561567226,0.9321661149424991,0.10070071762548627,0.4408969235884961,0.022374845771578444,17.023467860374854
0.9819201795136825,0.8997079490377743,0.19481069956992547,0.5051221723379384,0.6018041383665529,14.165431655002779
0.5214456890435895,0.06364090928664234,0.8313735143857098,0.5989785081772105,0.11493299705956683,9.978695125312793
0.16222957109649694,0.3099299092291664,0.8999832768786541,0.6881744367222634,0.9859743176855195,17.251208239735494
0.7536492823215806,0.8476326983857129,0.6196496815183151,0.5014373602112323,0.3739350261713894,15.555397597078338
0.9344330387534414,0.6890876537482297,0.8232732126800302,0.5561906926300116,0.7795167014240635,21.047346937274284
0.8304770286866243,0.1474839747372675,0.5476682345123464,0.7112405918029395,0.8605952247159513,15.415063566513277
0.32993240587637496,0.8167384190851912,0.9943768165049572,0.8407615378270457,0.34614292643429223,23.276448796304162
0.29908108525456756,0.38736258382135125,0.9471191882470805,0.20131445093163536,0.5785011516511451,12.945539990587692
0.5932074088248868,0.10190045080696009,0.06486612670138137,0.6666067774738734,0.6576011439251482,14.838799094224589
0.11878442132437672,0.2794551553201312,0.6859813592932423,0.07773463524816171,0.6623585818888474,6.335985820589359
0.19034702929344505,0.28131298005055816,0.9252898348100883,0.7963189563706656,0.8841450865293177,15.674277511468912
0.3254182806826078,0.09473891477934415,0.9758708627835366,0.2862590353831832,0.4238081851735742,8.569541923918534
0.27454458474044463,0.8240944904843742,0.005324190571064258,0.5648191628863961,0.339203431271918,18.634387369537517
0.9219556301327502,0.14077045777121333,0.22489680573040727,0.558134158128215,0.7640930002129815,13.918040407322648
0.411191517994586,0.13008066982894695,0.022425889162055124,0.3604268271414861,0.7837382510752364,12.966390173603816
0.18717860898849026,0.8006236564128154,0.9721565095347499,0.21475939996247206,0.18691196479057592,11.231890295877054
0.018099372089526056,0.8043958015339439,0.3037976968060919,0.11721155053034626,0.1644889540561968,2.8469510972908827
0.023063386997226987,0.34680739931790383,0.6989814026107545,0.09010327971722831,0.8883346267787601,6.43277097225149
0.46951699512520784,0.32293576124438883,0.41241810454887307,0.7094967405934914,0.5167927032459902,14.706187463590533
0.6642724088881171,0.1792795096515123,0.22181934348998344,0.531317240280015,0.28920230197607477,11.369183269450886
